"","pilot_area","s_b","day_type","from","occupancy","rate","new_rate","03RD ST 400","03RD ST 300","02ND ST 500","03RD ST 500","BERRY ST 400","KING ST 100","BRYANT ST 500","HAWTHORNE ST 100","SOUTH PARK 100","TOWNSEND ST 0","BERRY ST 300","02ND ST 400","BRYANT ST 300","BRYANT ST 400","RITCH ST 300","SOUTH PARK 0","02ND ST 700","BRANNAN ST 200","TOWNSEND ST 200","BRANNAN ST 500","05TH ST 600","BRANNAN ST 300","BRANNAN ST 400","FOLSOM ST 600","03RD ST 700","MAIN ST 300","01ST ST 300","HARRISON ST 100","03RD ST 600","TOWNSEND ST 100","02ND ST 300","02ND ST 600","BERRY ST 200","HARRISON ST 500","SPEAR ST 300","BERRY ST 100","HARRISON ST 0","FOLSOM ST 500","FOLSOM ST 0","KING ST 200","TOWNSEND ST 300","04TH ST 500","04TH ST 600","SPEAR ST 400"
"1284","South Embarcadero","TOWNSEND ST 100","Weekday","6:00 PM",74,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.5","0.25","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.75","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"1285","South Embarcadero","TOWNSEND ST 100","Weekend","Open",44,"1.5","1.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1.25","3.5","3","0.25","0.25","0.25","1","1","1","0.25","1.5","0.25","0.25","0.25","0.5","0.25","1","0.25","1.5","0.25","0.25","1.5","0.5","0.25","4.25","0.25","1.25","3.5","0.25","1.75","1.5","3.25","3","1.25","0.25","1.25"
"1286","South Embarcadero","TOWNSEND ST 100","Weekend","12:00 PM",64,"3.5","3.5","0.25","0.75","3","0.25","1.5","3.5","0.25","0.5","1.75","3.25","2.75","0.25","0.25","0.25","1.75","4","4","0.25","3.5","0.25","0.25","0.25","0.75","1.5","3.75","0.5","1.75","0.25","0.25","3.5","1","1.5","4.25","0.25","3.25","3.75","2.75","1.75","2.75","3.5","3","2","0.75","3"
"1287","South Embarcadero","TOWNSEND ST 100","Weekend","3:00 PM",65,"3.5","3.5","0.25","1.25","2.25","0.25","2.5","3","0.25","0.25","1","3.25","4","0.25","0.25","0.25","1.75","3.25","3.75","0.25","4.5","0.25","0.25","0.25","1.25","1.75","4.5","1","3.25","0.75","0.25","3.5","1","0.75","4.25","0.75","3","3.75","1.75","1.75","2","3.5","3","2","1.5","3"
"1288","South Embarcadero","TOWNSEND ST 100","Weekend","6:00 PM",75,"0.25","0.25","0","0","0.25","0.25","0.5","0.25","0.25","0","0.25","0.5","0.75","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","0.75","0","1","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.75","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"1289","South Embarcadero","TOWNSEND ST 200","Weekday","Open",59,"2.5","2.25","0.25","0.25","0.75","1","0.25","2.5","0.75","4","1.25","2","0.75","0.25","1.5","1.25","1.5","3.25","2.5","2.25","2.5","0.5","0.75","1.5","1.25","4","3.25","1.75","4","2.25","1.25","3","4.25","2.5","4.25","2","5","4.25","1.75","4.25","4.75","3.25","3","2","1","3"
"1290","South Embarcadero","TOWNSEND ST 200","Weekday","12:00 PM",70,"3.5","3.5","0.25","1.5","3.75","2","0.25","5","2.25","3.5","4.25","4.5","2","3.5","2.5","2.5","2.25","4.75","4.5","2.75","3.5","2","1.5","4.5","4.25","4.5","4.75","2.25","3.5","4","3.25","4","6","4.25","4.25","2.25","6","4.25","3.25","3.5","6","3.25","3","2","1.75","4"
"1291","South Embarcadero","TOWNSEND ST 200","Weekday","3:00 PM",66,"3.25","3.25","0.25","2.25","3","1.75","0.5","4.25","1.25","2.25","2.5","3.5","0.5","3.25","1.25","1","1.75","4.25","2","1.5","3.25","0.75","0.25","3","3.5","3.75","3.25","4.25","2","3.25","2.5","3.25","5.25","3","4.25","0.75","6","4.25","3.75","3.5","5","3.25","3","2","1.25","4"
"1292","South Embarcadero","TOWNSEND ST 200","Weekday","6:00 PM",77,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.5","0.25","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.75","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"1293","South Embarcadero","TOWNSEND ST 200","Weekend","Open",51,"1.5","1.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1.25","3.5","3","0.25","0.25","0.25","1","1","1","0.25","1.5","0.25","0.25","0.25","0.5","0.25","1","0.25","1.5","0.25","0.25","1.5","0.5","0.25","4.25","0.25","1.25","3.5","0.25","1.75","1.5","3.25","3","1.25","0.25","1.25"
"1294","South Embarcadero","TOWNSEND ST 200","Weekend","12:00 PM",67,"3.5","3.5","0.25","0.75","3","0.25","1.5","3.5","0.25","0.5","1.75","3.25","2.75","0.25","0.25","0.25","1.75","4","4","0.25","3.5","0.25","0.25","0.25","0.75","1.5","3.75","0.5","1.75","0.25","0.25","3.5","1","1.5","4.25","0.25","3.25","3.75","2.75","1.75","2.75","3.5","3","2","0.75","3"
"1295","South Embarcadero","TOWNSEND ST 200","Weekend","3:00 PM",66,"4.5","4.5","0.25","1.25","2.25","0.25","2.5","3","0.25","0.25","1","3.25","4","0.25","0.25","0.25","1.75","3.25","3.75","0.25","4.5","0.25","0.25","0.25","1.25","1.75","4.5","1","3.25","0.75","0.25","3.5","1","0.75","4.25","0.75","3","3.75","1.75","1.75","2","3.5","3","2","1.5","3"
"1296","South Embarcadero","TOWNSEND ST 200","Weekend","6:00 PM",73,"0.25","0.25","0","0","0.25","0.25","0.5","0.25","0.25","0","0.25","0.5","0.75","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","0.75","0","1","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.75","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"1297","South Embarcadero","TOWNSEND ST 300","Weekday","Open",52,"3","2.75","0.25","0.25","0.75","1","0.25","2.5","0.75","4","1.25","2","0.75","0.25","1.5","1.25","1.5","3.25","2.5","2.25","2.5","0.5","0.75","1.5","1.25","4","3.25","1.75","4","2.25","1.25","3","4.25","2.5","4.25","2","5","4.25","1.75","4.25","4.75","3.25","3","2","1","3"
"1298","South Embarcadero","TOWNSEND ST 300","Weekday","12:00 PM",66,"3","3","0.25","1.5","3.75","2","0.25","5","2.25","3.5","4.25","4.5","2","3.5","2.5","2.5","2.25","4.75","4.5","2.75","3.5","2","1.5","4.5","4.25","4.5","4.75","2.25","3.5","4","3.25","4","6","4.25","4.25","2.25","6","4.25","3.25","3.5","6","3.25","3","2","1.75","4"
"1299","South Embarcadero","TOWNSEND ST 300","Weekday","3:00 PM",53,"3","2.75","0.25","2.25","3","1.75","0.5","4.25","1.25","2.25","2.5","3.5","0.5","3.25","1.25","1","1.75","4.25","2","1.5","3.25","0.75","0.25","3","3.5","3.75","3.25","4.25","2","3.25","2.5","3.25","5.25","3","4.25","0.75","6","4.25","3.75","3.5","5","3.25","3","2","1.25","4"
"1300","South Embarcadero","TOWNSEND ST 300","Weekday","6:00 PM",54,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.5","0.25","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.75","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"1301","South Embarcadero","TOWNSEND ST 300","Weekend","Open",34,"3","2.75","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1.25","3.5","3","0.25","0.25","0.25","1","1","1","0.25","1.5","0.25","0.25","0.25","0.5","0.25","1","0.25","1.5","0.25","0.25","1.5","0.5","0.25","4.25","0.25","1.25","3.5","0.25","1.75","1.5","3.25","3","1.25","0.25","1.25"
"1302","South Embarcadero","TOWNSEND ST 300","Weekend","12:00 PM",37,"3","2.75","0.25","0.75","3","0.25","1.5","3.5","0.25","0.5","1.75","3.25","2.75","0.25","0.25","0.25","1.75","4","4","0.25","3.5","0.25","0.25","0.25","0.75","1.5","3.75","0.5","1.75","0.25","0.25","3.5","1","1.5","4.25","0.25","3.25","3.75","2.75","1.75","2.75","3.5","3","2","0.75","3"
"1303","South Embarcadero","TOWNSEND ST 300","Weekend","3:00 PM",35,"3","2.75","0.25","1.25","2.25","0.25","2.5","3","0.25","0.25","1","3.25","4","0.25","0.25","0.25","1.75","3.25","3.75","0.25","4.5","0.25","0.25","0.25","1.25","1.75","4.5","1","3.25","0.75","0.25","3.5","1","0.75","4.25","0.75","3","3.75","1.75","1.75","2","3.5","3","2","1.5","3"
"1304","South Embarcadero","TOWNSEND ST 300","Weekend","6:00 PM",46,"0.25","0.25","0","0","0.25","0.25","0.5","0.25","0.25","0","0.25","0.5","0.75","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","0.75","0","1","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.75","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"1305","South Embarcadero","01ST ST 300","Weekday","9:00 AM",76,"4","4","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1306","South Embarcadero","01ST ST 300","Weekday","12:00 PM",68,"3.5","3.5","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1307","South Embarcadero","01ST ST 300","Weekday","3:00 PM",58,"2.5","2.25","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1308","South Embarcadero","01ST ST 300","Weekend","9:00 AM",61,"1.75","1.75","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1309","South Embarcadero","01ST ST 300","Weekend","12:00 PM",64,"1.75","1.75","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1310","South Embarcadero","01ST ST 300","Weekend","3:00 PM",67,"3.25","3.25","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1311","South Embarcadero","02ND ST 300","Weekday","7:00 AM",79,"3.5","3.5","0","0.25","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0","0","0","4.25","0","0","0","0","0","3","0","0","0"
"1312","South Embarcadero","02ND ST 300","Weekday","12:00 PM",92,"5.25","5.5","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1313","South Embarcadero","02ND ST 300","Weekday","3:00 PM",85,"4.25","4.5","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1314","South Embarcadero","02ND ST 300","Weekend","7:00 AM",42,"1","0.75","0","0.25","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1.5","0","0","0","0","0","3","0","0","0"
"1315","South Embarcadero","02ND ST 300","Weekend","12:00 PM",50,"1.5","1.25","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1316","South Embarcadero","02ND ST 300","Weekend","3:00 PM",45,"1.5","1.25","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1317","South Embarcadero","02ND ST 400","Weekday","7:00 AM",57,"0.5","0.25","0","0.25","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0","0","0","4.25","0","0","0","0","0","3","0","0","0"
"1318","South Embarcadero","02ND ST 400","Weekday","12:00 PM",80,"3","3.25","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1319","South Embarcadero","02ND ST 400","Weekday","3:00 PM",71,"3","3","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1320","South Embarcadero","02ND ST 400","Weekend","7:00 AM",24,"0.25","0.25","0","0.25","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1.5","0","0","0","0","0","3","0","0","0"
"1321","South Embarcadero","02ND ST 400","Weekend","12:00 PM",47,"0.25","0.25","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1322","South Embarcadero","02ND ST 400","Weekend","3:00 PM",44,"0.5","0.25","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1323","South Embarcadero","02ND ST 500","Weekday","9:00 AM",52,"1.25","1","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1324","South Embarcadero","02ND ST 500","Weekday","12:00 PM",77,"3.75","3.75","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1325","South Embarcadero","02ND ST 500","Weekday","3:00 PM",71,"3.25","3.25","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1326","South Embarcadero","02ND ST 500","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1327","South Embarcadero","02ND ST 500","Weekend","9:00 AM",28,"0.25","0.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1328","South Embarcadero","02ND ST 500","Weekend","12:00 PM",69,"3.5","3.5","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1329","South Embarcadero","02ND ST 500","Weekend","3:00 PM",59,"3.25","3","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1330","South Embarcadero","02ND ST 500","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1331","South Embarcadero","02ND ST 600","Weekday","9:00 AM",63,"2.5","2.5","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1332","South Embarcadero","02ND ST 600","Weekday","12:00 PM",75,"4.25","4.25","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1333","South Embarcadero","02ND ST 600","Weekday","3:00 PM",62,"3.25","3.25","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1334","South Embarcadero","02ND ST 600","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1335","South Embarcadero","02ND ST 600","Weekend","9:00 AM",24,"0.25","0.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1336","South Embarcadero","02ND ST 600","Weekend","12:00 PM",46,"2","1.75","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1337","South Embarcadero","02ND ST 600","Weekend","3:00 PM",38,"1.25","1","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1338","South Embarcadero","02ND ST 600","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1339","South Embarcadero","02ND ST 700","Weekday","9:00 AM",60,"2.75","2.75","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1340","South Embarcadero","02ND ST 700","Weekday","12:00 PM",83,"4.25","4.5","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1341","South Embarcadero","02ND ST 700","Weekday","3:00 PM",66,"2.25","2.25","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1342","South Embarcadero","02ND ST 700","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1343","South Embarcadero","02ND ST 700","Weekend","9:00 AM",29,"1.75","1.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1344","South Embarcadero","02ND ST 700","Weekend","12:00 PM",75,"4","4","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1345","South Embarcadero","02ND ST 700","Weekend","3:00 PM",52,"4","3.75","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1346","South Embarcadero","02ND ST 700","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1347","South Embarcadero","03RD ST 300","Weekday","7:00 AM",43,"0.25","0.25","0","0.25","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0","0","0","4.25","0","0","0","0","0","3","0","0","0"
"1348","South Embarcadero","03RD ST 300","Weekday","12:00 PM",58,"1.75","1.5","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1349","South Embarcadero","03RD ST 300","Weekday","3:00 PM",63,"2.25","2.25","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1350","South Embarcadero","03RD ST 300","Weekend","7:00 AM",19,"0.25","0.25","0","0.25","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1.5","0","0","0","0","0","3","0","0","0"
"1351","South Embarcadero","03RD ST 300","Weekend","12:00 PM",52,"1.5","1.25","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
